salary,attrition,age,department,number_of_working_hours,gender,marital_status,job_satisfaction,environment_satisfaction,education,job_role,years_since_last_promotion,relationship_satisfaction,education_field,work_shift,years_of_experience,attendance,employment_status,distance_from_home,specializations,supervisor_name,employee_name,work_location,over_time,training_since_last_year
45630,Yes,34,Marketing and Communications,40,Female,Single,High,Very High,Bachelor,Administrator,2,High,Administration,Rotating,1,84,Part-time,11.0,Risk Management,Linda Wallace,Heather Rhodes,New York,No,1
11305,No,31,Supply Chain Management,40,Female,Married,High,Low,Bachelor,Administrator,1,Very High,Administration,Day,8,85,Full-time,5.0,Facility Management,John Mecel,Wendy Molina,Chicago,No,3
41000,No,35,Risk Management,40,Female,Married,Very High,High,Bachelor,Administrator,7,Very High,Administration,Rotating,3,77,Part-time,12.0,Medical Staff Administration,Kabir Mahmood,Linda Kochan,Seattle,Yes,2
78924,Yes,40,Human Resources (HR),40,Male,Married,Low,Low,Master,Administrator,11,Low,Administration,Night,16,81,Part-time,1.0,Health Information Management,Laurie,Nurse Margaret,San Diego,No,2
52000,Yes,27,Finance,40,Male,Single,Very High,High,Bachelor,Administrator,7,Medium,Administration,Night,4,83,Full-time,11.0,Financial Management,Bryan Emerson,Dana Baumbach,Los Angeles,No,2
58000,No,28,Information Technology (IT),40,Female,Single,High,Very High,Master,Administrator,1,Medium,Administration,Night,5,85,Full-time,15.0,Human Resources Management,Anita Riley,Dr. Leila Rhodes,Washington,Yes,2
68900,Yes,32,Patient Services,40,Male,Single,High,Low,Bachelor,Administrator,7,High,Administration,Night,11,85,Contract,11.0,Operations Management,Lana Poe,Robert McCarty,Chicago,No,4
72300,Yes,34,Medical Records,40,Male,Single,Very High,Very High,Bachelor,Administrator,7,Very High,Administration,Night,7,82,Full-time,16.0,Quality Management,Eleanor Lopez,Lawrence Cox,Philadelphia,No,2
10704,No,23,Facilities Management,40,Female,Single,Low,Very High,Master,Administrator,1,Very High,Administration,Rotating,2,98,Full-time,4.0,Strategic Planning,Frank,Marylou Harder,Pheonix,No,3
57500,No,43,Quality Assurance,40,Male,Married,Very High,Medium,Bachelor,Administrator,7,Very High,Administration,Rotating,18,89,Full-time,3.0,Healthcare Policy and Compliance,Williams Frederick,Terrell Lopez,New York,No,3
51366,No,54,Marketing and Communications,40,Male,Single,Low,Very High,Master,Administrator,5,Medium,Administration,Day,24,86,Contract,11.0,Marketing and Public Relations,Estelle Koch,Mr. Gregor Rodriguez,Houston,No,2
65000,No,25,Supply Chain Management,40,Male,Single,Low,High,Bachelor,Administrator,1,Very High,Administration,Night,1,86,Full-time,8.0,Patient Services Management,Luis Santiago,Lazarus Tremaine,New York,No,2
48884,No,31,Risk Management,40,Male,Single,Medium,Medium,Bachelor,Administrator,5,Very High,Administration,Day,2,86,Full-time,18.0,Supply Chain Management,Charles Corrigan,Raul McGee,Chicago,No,3
46000,No,24,Human Resources (HR),34,Male,Single,Medium,Medium,Bachelor,Administrator,4,Low,Administration,Night,2,91,Full-time,8.0,Health Informatics,Lori Ullrich,Michael Johnson,Seattle,No,2
93485,No,33,Finance,40,Male,Married,Medium,High,Master,Administrator,5,Low,Administration,Day,6,90,Full-time,3.0,Risk Management,Deborah Lynn,Heather L.,Pheonix,No,3
11066,Yes,38,Information Technology (IT),40,Female,Divorced,High,Medium,Master,Administrator,2,Very High,Administration,Day,5,85,Contract,1.0,Facility Management,Emily Dillard,Beverly Branson,Philadelphia,Yes,3
82501,Yes,36,Patient Services,40,Male,Divorced,Medium,Medium,Bachelor,Administrator,4,High,Administration,Day,14,84,Full-time,3.0,Medical Staff Administration,Mavis Rollins,Prentice Daugherty,San Diego,No,2
85277,Yes,36,Medical Records,40,Male,Single,Very High,Medium,Bachelor,Administrator,2,Very High,Administration,Night,10,86,Full-time,6.0,Health Information Management,Patrick Brown,Todd Mckee,Houston,No,2
89497,Yes,52,Facilities Management,55,Male,Divorced,High,Very High,Master,Administrator,6,Low,Administration,Night,12,90,Full-time,24.0,Financial Management,Thomas Barber,Brian Hess,Chicago,No,1
89000,No,42,Quality Assurance,38,Female,Single,High,Medium,Bachelor,Administrator,6,High,Administration,Rotating,4,94,Full-time,4.0,Human Resources Management,Gunasekaran Chinnaraj,Ms. Zerline Ortega,San Diego,No,2
58775,No,38,Marketing and Communications,40,Male,Married,Medium,Medium,Master,Administrator,2,Medium,Administration,Night,5,89,Part-time,1.0,Operations Management,Elizabeth Daugherty,Randy Riley,Los Angeles,Yes,3
88100,No,30,Supply Chain Management,40,Male,Single,Very High,High,Bachelor,Administrator,5,Low,Administration,Day,12,92,Full-time,3.0,Quality Management,Kazumi Dixon,Julian Pascua,Philadelphia,No,2
88685,No,38,Risk Management,40,Female,Single,High,High,Master,Administrator,1,Very High,Administration,Night,9,92,Full-time,1.0,Strategic Planning,Susan Howell,Noelle Smith,Houston,No,3
97400,Yes,43,Human Resources (HR),40,Female,Married,Very High,High,Master,Administrator,3,Low,Administration,Night,14,93,Full-time,7.0,Healthcare Policy and Compliance,Angie Rios,Mr. John Cunningham,Phoenix,No,6
94096,No,42,Finance,40,Male,Married,Medium,Very High,Master,Administrator,6,Very High,Administration,Day,15,100,Full-time,9.0,Marketing and Public Relations,Ronald Marsh,Leslie Bower,New York,No,1
63000,No,26,Information Technology (IT),48,Female,Single,Very High,High,PhD,Administrator,2,High,Administration,Day,1,84,Full-time,5.0,Patient Services Management,John Jones,Dr. Denise Jones,Los Angeles,No,2
46500,No,45,Patient Services,40,Male,Married,Very High,High,Bachelor,Administrator,8,Medium,Administration,Day,18,87,Full-time,13.0,Supply Chain Management,Jeannie,Karina Eaton,Chicago,Yes,2
91000,No,37,Medical Records,40,Male,Married,High,High,Master,Administrator,2,Very High,Administration,Night,14,90,Full-time,13.0,Health Informatics,Janet Peterson,Dr. Paisley Bailes,Houston,Yes,2
46200,No,25,Facilities Management,40,Female,Single,Medium,High,Bachelor,Administrator,2,Medium,Administration,Day,2,84,Full-time,9.0,Risk Management,John H,Nancy T.,Phoenix,No,5
82496,Yes,35,Quality Assurance,40,Female,Divorced,High,Low,Bachelor,Administrator,1,Low,Administration,Day,5,83,Full-time,2.0,Facility Management,Diana Eberhart,Maria Reynolds,San Diego,No,2
81082,Yes,29,Marketing and Communications,40,Female,Divorced,Very High,Medium,Bachelor,Administrator,6,High,Administration,Day,6,98,Full-time,23.0,Medical Staff Administration,Lisa Irwin,Dr. Delores Jenkins,New York,No,2
41462,No,40,Supply Chain Management,40,Male,Single,Very High,Low,Bachelor,Administrator,12,High,Administration,Rotating,8,89,Full-time,20.0,Health Information Management,Susan Tucker,Karla Conway,Philadelphia,No,2
96300,No,39,Risk Management,40,Male,Married,High,High,PhD,Administrator,6,Low,Administration,Night,14,97,Full-time,1.0,Financial Management,Amit Kumar,Dr. Ashutosh Kumar,San Diego,No,2
28650,No,35,Human Resources (HR),37,Male,Married,Medium,High,Bachelor,Administrator,1,Very High,Administration,Night,6,96,Full-time,1.0,Human Resources Management,Vaidya Raj,Dr. Raj Vaidya,Philadelphia,Yes,3
44070,Yes,37,Finance,40,Male,Single,Low,High,Bachelor,Administrator,5,Low,Administration,Day,8,92,Full-time,18.0,Operations Management,Melanie Mills,Kayla Graves,Chicago,No,5
67610,No,47,Information Technology (IT),40,Male,Married,Medium,Very High,Bachelor,Administrator,11,High,Administration,Rotating,16,89,Full-time,7.0,Quality Management,Geraldine Rath,Jerald Robbins,Pheonix,No,3
60000,No,33,Patient Services,40,Male,Married,Low,High,Bachelor,Administrator,1,High,Administration,Night,10,86,Full-time,4.0,Strategic Planning,Sharon Anderson,Sadie Gray,New York,No,4
83283,Yes,33,Medical Records,50,Male,Divorced,Low,High,Bachelor,Administrator,5,Low,Administration,Night,19,85,Contract,9.0,Healthcare Policy and Compliance,Anthony,Rafael Mcgrady,Houston,Yes,3
75600,No,49,Facilities Management,40,Male,Married,Low,High,Master,Administrator,1,High,Administration,Night,22,94,Full-time,10.0,Marketing and Public Relations,Marco Maldonado,Murray Sfekas,Los Angeles,Yes,3
12229,No,33,Quality Assurance,37,Male,Divorced,Very High,High,Master,Administrator,2,Low,Administration,Day,1,91,Full-time,3.0,Patient Services Management,Hannah Kane,Roger Sherwood,Chicago,No,2
67500,Yes,25,Marketing and Communications,40,Male,Single,Very High,Medium,Bachelor,Administrator,2,High,Administration,Night,4,85,Contract,8.0,Supply Chain Management,Jayanthi Sivaraman,Sebastian Wilson,Philadelphia,No,3
29600,No,40,Supply Chain Management,40,Female,Single,Low,Medium,Bachelor,Administrator,10,High,Administration,Day,7,90,Full-time,2.0,Health Informatics,Kelli Nolan,Ms. Jillian E. Janikowski,Houston,No,2
96330,No,40,Risk Management,40,Male,Divorced,Very High,High,Master,Administrator,10,High,Administration,Night,4,89,Full-time,13.0,Risk Management,Paul Coleman,Ernestna Ardin,San Diego,No,3
48194,No,35,Human Resources (HR),40,Female,Married,Very High,High,Bachelor,Administrator,1,High,Administration,Day,7,92,Full-time,4.0,Facility Management,Nancy Davidson,Jessica Burns,Pheonix,Yes,0
55000,No,28,Finance,40,Male,Single,Medium,Very High,Bachelor,Administrator,2,Very High,Administration,Night,1,87,Full-time,5.0,Medical Staff Administration,Molly Ducat,Angela Sager,New York,No,3
24313,No,48,Information Technology (IT),40,Male,Married,Medium,Medium,Bachelor,Administrator,2,Very High,Administration,Night,10,85,Full-time,1.0,Health Information Management,Robert Hayes,Jerome Herman,Los Angeles,Yes,5
93626,No,37,Patient Services,40,Male,Single,High,High,Master,Administrator,3,Very High,Administration,Night,3,87,Contract,8.0,Financial Management,Bennet,Dr. Gerard,Washington,No,2
55000,Yes,39,Medical Records,40,Male,Single,Low,Very High,Bachelor,Administrator,5,High,Administration,Night,5,91,Contract,11.0,Human Resources Management,Richard Shields,Mrs. Connie Green,Seattle,No,3
36477,No,44,Facilities Management,40,Female,Married,Medium,Very High,Bachelor,Administrator,1,Very High,Administration,Day,2,87,Contract,23.0,Operations Management,Katherine Reynolds,Cheryl Miller,Philadelphia,No,5
90440,Yes,58,Quality Assurance,40,Male,Married,High,Very High,PhD,Administrator,7,Medium,Administration,Day,25,85,Full-time,13.0,Quality Management,Katherine Jones,Dr. Cody Lopez,Los Angeles,No,2
65000,No,40,Marketing and Communications,51,Male,Single,Medium,High,Master,Administrator,10,Very High,Administration,Night,1,95,Full-time,2.0,Strategic Planning,Tyrone,Moleen Sticker,Pheonix,No,3
45600,No,33,Supply Chain Management,40,Female,Single,High,Very High,Bachelor,Administrator,4,High,Administration,Rotating,15,93,Contract,9.0,Healthcare Policy and Compliance,Jacky,Michael Santiago,Washington,No,2
12000,Yes,34,Risk Management,37,Female,Single,Medium,Very High,Bachelor,Administrator,4,High,Administration,Day,4,93,Full-time,12.0,Marketing and Public Relations,Sharon Owens,Shannon Lowe,Seattle,No,6
10739,Yes,32,Human Resources (HR),37,Male,Single,High,High,Bachelor,Administrator,5,Low,Administration,Rotating,6,90,Full-time,19.0,Patient Services Management,Jessica Simmons,Ronald Choi,San Diego,No,5
95000,Yes,42,Finance,40,Male,Divorced,Medium,Very High,Bachelor,Administrator,6,Very High,Administration,Night,16,95,Part-time,3.0,Supply Chain Management,Carolyn Lowe,Michael Lopez,New York,No,2
46000,Yes,52,Information Technology (IT),40,Male,Married,High,Medium,Bachelor,Administrator,1,Low,Administration,Day,23,90,Full-time,7.0,Health Informatics,Mary Mcintosh,Robert Reyes,Chicago,Yes,1
45000,Yes,29,Patient Services,40,Male,Married,Very High,Very High,Bachelor,Administrator,7,Very High,Administration,Night,5,83,Part-time,4.0,Risk Management,John Smith,Mr. Thomas Slater,Philadelphia,No,3
69000,Yes,44,Medical Records,45,Male,Married,Very High,Low,Master,Administrator,11,Very High,Administration,Day,11,83,Full-time,4.0,Facility Management,Alberto Munoz,Dr. Kevin Shaw,Los Angeles,No,1
80000,No,41,Facilities Management,40,Female,Married,Low,Medium,Bachelor,Administrator,1,Low,Administration,Rotating,12,87,Full-time,15.0,Medical Staff Administration,John,Sara Pereira,Seattle,Yes,3
87000,No,54,Quality Assurance,37,Male,Married,Medium,Medium,Bachelor,Administrator,4,Very High,Administration,Rotating,8,100,Part-time,1.0,Health Information Management,Thomas B,Susanne E.,Houston,No,5
89000,No,58,Marketing and Communications,40,Female,Single,High,High,Bachelor,Administrator,3,Medium,Administration,Day,25,89,Contract,15.0,Environmental Services Technician,Darlene Hamill,John Riggs,Pheonix,No,5
4000,No,29,Environmental Services (EVS),40,Female,Divorced,High,Very High,Diploma,Housekeeper,3,Medium,Housekeeping,Day,4,80,Full-time,1.0,Janitor,Victoria Emond,Jessica Rinehart,Washington,No,3
6500,No,48,Facilities Management,40,Male,Married,Very High,Very High,Diploma,Housekeeper,13,Low,Housekeeping,Night,15,87,Full-time,12.0,Biohazard Cleanup Specialist,Liam Kromer,Jacob Leach,San Diego,No,3
3500,No,39,Infection Control,37,Female,Single,Low,High,Diploma,Housekeeper,7,High,Housekeeping,Night,13,88,Full-time,6.0,Infection Control Specialist,Melissa Mosley,Nancy Hughes,New York,No,1
6900,Yes,30,Patient Services,40,Female,Married,Very High,Very High,Diploma,Housekeeper,1,Low,Housekeeping,Day,4,90,Full-time,11.0,Equipment Maintenance Cleaner,Samuel Foley,Josefina Wilkinson,Chicago,Yes,0
7400,No,39,Central Supply and Sterile Processing,40,Female,Married,High,Very High,Diploma,Housekeeper,9,Very High,Housekeeping,Day,9,94,Full-time,9.0,Emergency Response Cleaner,Robert,Nicole Kozlowski,Seattle,Yes,4
8500,No,22,Laundry Services,44,Male,Married,Very High,High,Diploma,Housekeeper,1,High,Housekeeping,Day,2,91,Full-time,1.0,Environmental Services Technician,Melody Nelson,Matthew Kenyon,San Diego,Yes,2
6300,Yes,34,Housekeeping Department,42,Male,Single,Low,Medium,Diploma,Housekeeper,2,Medium,Housekeeping,Day,10,86,Full-time,4.0,Janitor,Hyde,Samantha Becker,Los Angeles,Yes,2
2000,Yes,28,Support Services,40,Male,Married,Very High,Medium,Diploma,Housekeeper,3,Very High,Housekeeping,Night,7,87,Full-time,4.0,Biohazard Cleanup Specialist,Donna Snider,Dexter Sinclair,Washington,No,3
4620,No,34,Maintenance Department,40,Female,Married,Medium,Very High,Diploma,Housekeeper,6,Low,Housekeeping,Day,12,95,Full-time,9.0,Infection Control Specialist,John Smith,Brenda Owen,Chicago,Yes,2
8750,No,43,Quality Assurance,47,Male,Single,Very High,Medium,Diploma,Housekeeper,1,Low,Housekeeping,Night,1,99,Full-time,2.0,Equipment Maintenance Cleaner,Nancy Davidson,Shawn Campbell,Philadelphia,No,2
6430,Yes,28,Environmental Services (EVS),40,Male,Married,Very High,Very High,Diploma,Housekeeper,5,Very High,Housekeeping,Night,4,87,Full-time,5.0,Emergency Response Cleaner,James R Diaz,Gabriel B. Moore,Pheonix,No,5
4520,No,48,Facilities Management,40,Male,Married,Low,Very High,Diploma,Housekeeper,8,High,Housekeeping,Night,19,87,Full-time,9.0,Environmental Services Technician,Kimberly Wold,Michael Rutledge,New York,No,3
8520,No,45,Infection Control,40,Male,Single,Very High,Very High,Diploma,Housekeeper,4,High,Housekeeping,Day,19,87,Full-time,12.0,Janitor,Elvis Gomez,Mr. Randy Schultz,Houston,No,2
8900,No,36,Patient Services,40,Male,Divorced,High,High,Diploma,Housekeeper,1,High,Housekeeping,Rotating,4,88,Contract,5.0,Biohazard Cleanup Specialist,Sarah Sanford,Victor Sacks,New York,No,2
4000,No,34,Central Supply and Sterile Processing,40,Male,Married,High,Very High,Diploma,Housekeeper,4,Very High,Housekeeping,Day,3,81,Full-time,18.0,Infection Control Specialist,Phyllis Mclaughlin,Josephine Ross,Chicago,No,2
6500,No,34,Laundry Services,37,Male,Married,Medium,Medium,Diploma,Housekeeper,2,Very High,Housekeeping,Night,1,90,Full-time,22.0,Equipment Maintenance Cleaner,Nancy R. Davolio,Steven Buchanan,Seattle,No,5
3500,No,34,Housekeeping Department,48,Female,Married,Low,Very High,Diploma,Housekeeper,2,High,Housekeeping,Night,9,90,Full-time,8.0,Emergency Response Cleaner,Kinzer Dooley,Dolly Caldwell,Pheonix,Yes,5
6900,Yes,45,Support Services,50,Male,Married,Very High,Very High,Diploma,Housekeeper,10,High,Housekeeping,Night,17,92,Contract,22.0,Environmental Services Technician,Michael Ryan,Mike Wilson,Philadelphia,Yes,3
7400,No,34,Maintenance Department,40,Male,Married,Low,High,Diploma,Housekeeper,8,High,Housekeeping,Night,8,94,Full-time,2.0,Janitor,Peter Gibbons,Lewis Murphy,San Diego,No,5
8500,No,50,Quality Assurance,40,Male,Married,High,High,Diploma,Housekeeper,7,Very High,Housekeeping,Rotating,9,87,Full-time,2.0,Biohazard Cleanup Specialist,Jacqueline,David Cruz,Houston,No,1
6300,No,61,Environmental Services (EVS),40,Male,Single,Very High,Very High,Diploma,Housekeeper,2,Very High,Housekeeping,Night,26,91,Full-time,7.0,Infection Control Specialist,Kimberly Leroy,Jane Burks,Chicago,No,2
2000,No,35,Facilities Management,40,Female,Married,Low,Very High,Diploma,Housekeeper,4,Very High,Housekeeping,Day,7,89,Full-time,2.0,Equipment Maintenance Cleaner,Linda Lasko,Carla Cross,San Diego,No,4
4620,No,33,Infection Control,40,Female,Married,Medium,Very High,Diploma,Housekeeper,3,Very High,Housekeeping,Night,1,90,Full-time,8.0,Emergency Response Cleaner,Samantha MacCallum,Ms. Stephanie Roelofs,Los Angeles,No,3
8750,No,30,Patient Services,40,Female,Single,Medium,High,Diploma,Housekeeper,5,Very High,Housekeeping,Rotating,3,89,Full-time,18.0,Environmental Services Technician,Susan Anderson,Faith Wade,Philadelphia,No,3
